,user_id,rec
1344,1763,"[854133, 1106523, 1029743, 979707, 948650]"
1345,1764,"[1082185, 951412, 976199, 1101010, 871611]"
1346,1765,"[894439, 985999, 1043494, 1082185, 1096635]"
1347,1766,"[945244, 1044078, 1082185, 1068719, 819978]"
1348,1767,"[8177622, 1103105, 8090546, 1073902, 6514160]"
1349,1768,"[9546982, 5569374, 12731432, 999858, 12946027]"
1350,1769,"[12810464, 1109778, 970747, 999198, 1124971]"
1351,1770,"[1082185, 5567502, 1029743, 891961, 882247]"
1352,1773,"[913210, 9268695, 5569230, 1056509, 5569471]"
1353,1774,"[8090537, 883003, 1087102, 990797, 874972]"
1354,1775,"[1096458, 1082185, 906844, 6464086, 1017369]"
1355,1776,"[1082185, 919681, 1106523, 1029743, 916122]"
1356,1777,"[1126899, 933835, 1082185, 1029743, 1051516]"
1357,1778,"[1082185, 1022254, 1029743, 919534, 870547]"
1358,1779,"[1082185, 1101010, 1029743, 845208, 844179]"
1359,1781,"[1106523, 1029743, 1082185, 844179, 1026118]"
1360,1782,"[5582712, 1079987, 5569230, 1072523, 1082185]"
1361,1783,"[1082185, 1029743, 12648296, 879876, 919534]"
1362,1784,"[1082185, 979707, 1106523, 1068719, 1029743]"
1363,1785,"[1082185, 1029743, 1131321, 976199, 948953]"
1364,1786,"[1126899, 1082185, 1106523, 1070820, 986912]"
1365,1788,"[1082185, 1029743, 1022254, 837270, 951412]"
1366,1789,"[1082185, 1106523, 1126899, 1029743, 1026118]"
1367,1790,"[1082185, 1029743, 1004906, 834117, 945662]"
1368,1791,"[957013, 1041796, 1082185, 910673, 845208]"
1369,1792,"[9881592, 957736, 1082185, 1029743, 1106523]"
1370,1794,"[1082185, 1126045, 1106523, 1102416, 1029743]"
1371,1795,"[1090793, 825703, 1082185, 914318, 1006483]"
1372,1796,"[12988031, 1029743, 942525, 1130458, 965766]"
1373,1797,"[1082185, 1031087, 1072519, 1127831, 1098844]"
1374,1799,"[1106523, 907631, 1029743, 1126899, 1070820]"
1375,1800,"[1082185, 1029743, 1106523, 5569230, 5568729]"
1376,1801,"[1116635, 854900, 1106523, 1082185, 1029743]"
1377,1802,"[1082185, 1000050, 1014509, 12262778, 980823]"
1378,1803,"[1082185, 1029743, 849870, 1103618, 1138292]"
1379,1804,"[1082185, 1029743, 899624, 1004906, 979707]"
1380,1805,"[1029743, 1082185, 854852, 1126899, 1106523]"
1381,1806,"[6602729, 893018, 1029743, 884945, 5568378]"
1382,1807,"[1068719, 1082185, 955431, 858439, 885863]"
1383,1808,"[945909, 6424472, 976199, 12171656, 890909]"
1384,1809,"[8090537, 1119761, 909714, 8090536, 5568378]"
1385,1810,"[9575582, 1098284, 1029743, 989069, 1106523]"
1386,1811,"[1135258, 1106523, 1082185, 1068719, 1029743]"
1387,1812,"[1037337, 1127758, 1082185, 952972, 979707]"
1388,1814,"[1082185, 1126899, 844179, 1130858, 1106523]"
1389,1815,"[1082185, 1029743, 899624, 6034857, 979707]"
1390,1816,"[1082185, 894439, 7025326, 1051468, 1048507]"
1391,1817,"[1004390, 1082185, 1005274, 12262978, 5585510]"
1392,1818,"[1056492, 1106523, 1082185, 825731, 1029743]"
1393,1819,"[936914, 957951, 965766, 8090521, 8090537]"
1394,1820,"[1082185, 880427, 1092303, 1037332, 8090546]"
1395,1821,"[899624, 1029743, 933835, 979707, 995896]"
1396,1823,"[1082185, 979707, 1127831, 1029743, 899624]"
1397,1824,"[1043787, 1029743, 1106523, 9803810, 983584]"
1398,1826,"[1072523, 12302069, 9884698, 1044078, 1029743]"
1399,1827,"[9575582, 1029743, 13189726, 12988031, 1082185]"
1400,1829,"[1082185, 1029743, 6424472, 845208, 857006]"
1401,1831,"[1082185, 885023, 976199, 1068719, 1008547]"
1402,1832,"[8065410, 848029, 944534, 1082185, 1004906]"
1403,1833,"[838186, 947201, 1000753, 1082185, 1106523]"
1404,1834,"[1106523, 1029743, 1137344, 12810393, 1082185]"
1405,1835,"[1082185, 1044259, 1121393, 933835, 1098844]"
1406,1837,"[8019681, 1082185, 957736, 1029743, 854852]"
1407,1839,"[913210, 1106523, 1029743, 916122, 1082185]"
1408,1841,"[1082185, 1016276, 856942, 1029743, 1062002]"
1409,1843,"[5570383, 1029743, 1070820, 909714, 1051516]"
1410,1845,"[1082185, 901062, 1127831, 1098844, 9242918]"
1411,1846,"[868683, 965766, 1106523, 1029743, 866211]"
1412,1847,"[8276172, 844697, 1082185, 908283, 979707]"
1413,1848,"[894439, 1082185, 892573, 1031087, 986912]"
1414,1849,"[1029743, 1082185, 940947, 904236, 856252]"
1415,1850,"[1082185, 868888, 1105488, 1029743, 5578547]"
1416,1852,"[1029743, 1126899, 1106523, 1022254, 1082185]"
1417,1854,"[1082185, 903350, 957736, 1029743, 845208]"
1418,1856,"[913210, 1082185, 944486, 1096573, 851819]"
1419,1857,"[1106523, 1070820, 1082185, 1029743, 1044078]"
1420,1858,"[1082185, 837270, 1000237, 1081177, 916122]"
1421,1859,"[1082990, 1127831, 903800, 1082185, 979707]"
1422,1861,"[1068719, 1082185, 1029743, 899624, 1106523]"
1423,1862,"[1110409, 1106523, 1029743, 1082185, 1126899]"
1424,1864,"[1082185, 979707, 899624, 1076056, 1060872]"
1425,1865,"[1098435, 1005274, 892531, 963868, 884686]"
1426,1866,"[1082185, 1029743, 1106523, 854852, 1126899]"
1427,1867,"[860248, 897954, 1029743, 916122, 1082185]"
1428,1869,"[1082185, 1015785, 951197, 940947, 1029743]"
1429,1870,"[1060408, 1070820, 1029743, 1126899, 1082185]"
1430,1871,"[1055425, 854852, 1029743, 1082185, 1026118]"
1431,1872,"[824305, 846417, 866355, 1082185, 1106523]"
1432,1873,"[1101010, 976199, 1082185, 1106523, 844179]"
1433,1874,"[1121393, 1132771, 1029743, 1082185, 1106523]"
1434,1875,"[1056005, 1082185, 1029743, 979707, 986912]"
1435,1877,"[7168058, 1029743, 1082185, 1044078, 1106523]"
1436,1879,"[1082185, 1101010, 1131488, 819978, 1029743]"
1437,1880,"[1106523, 1029743, 1126899, 1082185, 1004906]"
1438,1881,"[1057011, 859154, 913210, 959316, 969568]"
1439,1883,"[951190, 1073902, 8090521, 1029743, 919534]"
1440,1884,"[866211, 1082185, 12302069, 1029743, 1004906]"
1441,1885,"[9835509, 909714, 1029743, 1082185, 1126899]"
1442,1887,"[1136719, 1126899, 1098844, 1106523, 5569230]"
1443,1890,"[1126899, 1071342, 1051516, 1082185, 859427]"
1444,1891,"[1033403, 5577022, 858439, 1111786, 1082185]"
1445,1892,"[851819, 1082185, 5569327, 1044078, 896862]"
1446,1893,"[1029743, 1126899, 1106523, 1051323, 986912]"
1447,1894,"[5567502, 1082185, 1029743, 12648296, 13841744]"
1448,1895,"[1129049, 1014948, 1044078, 1082185, 1029743]"
1449,1896,"[1082185, 1029743, 971922, 885023, 1098844]"
1450,1899,"[1082185, 977658, 1029743, 979707, 1024051]"
1451,1900,"[857503, 5569230, 1082185, 9187298, 940947]"
1452,1901,"[1082185, 1068719, 1044078, 899624, 879876]"
1453,1902,"[5585701, 1056509, 1029743, 1133312, 1082185]"
1454,1904,"[1106523, 961979, 5592931, 1126899, 1082185]"
1455,1905,"[837270, 1029743, 1137284, 903800, 1082185]"
1456,1906,"[1082185, 979707, 845208, 1044078, 913210]"
1457,1907,"[1082185, 1068719, 916122, 899624, 5585510]"
1458,1909,"[1029743, 1126899, 1106523, 1082185, 1004906]"
1459,1911,"[1082185, 844179, 1029743, 1044078, 899624]"
1460,1912,"[1029743, 825749, 12302069, 1013407, 12384775]"
1461,1914,"[894439, 862010, 892573, 9677366, 1043787]"
1462,1916,"[1082185, 1105917, 1068719, 1124971, 8273833]"
1463,1917,"[1082185, 883068, 1053628, 1037337, 1106523]"
1464,1918,"[6463710, 865026, 1082185, 1128812, 1110111]"
1465,1919,"[1082185, 1035676, 1024051, 892531, 1106523]"
1466,1920,"[1082185, 1022254, 6704207, 833724, 6632283]"
1467,1921,"[1082185, 1129049, 1029743, 933835, 844179]"
1468,1922,"[907625, 1112238, 9553048, 1037332, 1082185]"
1469,1923,"[1082185, 963868, 12811532, 854852, 1098844]"
1470,1924,"[1101010, 1106523, 1029743, 965530, 871611]"
1471,1925,"[837270, 1082185, 1009187, 1029743, 823862]"
1472,1926,"[12262830, 1068719, 1082185, 848029, 1106523]"
1473,1927,"[1082185, 1044078, 899624, 1106523, 972143]"
1474,1928,"[983584, 1070820, 1106523, 1014948, 1082185]"
1475,1929,"[1082185, 913210, 899624, 933835, 1067749]"
1476,1930,"[902172, 1051323, 1029743, 1106523, 1082185]"
1477,1931,"[843464, 1082185, 823704, 1106523, 1041796]"
1478,1933,"[1042942, 6533681, 1008547, 1106523, 865456]"
1479,1935,"[1082185, 976199, 1029743, 845208, 1127831]"
1480,1936,"[1068719, 971922, 5568072, 1029743, 1042942]"
1481,1937,"[1082185, 999858, 999104, 1070820, 951412]"
1482,1938,"[1008814, 956672, 871756, 1106523, 919534]"
1483,1939,"[1082185, 1029743, 1044078, 897954, 913210]"
1484,1940,"[1082185, 1026118, 1029743, 1106523, 1004906]"
1485,1941,"[1113111, 907631, 5981074, 1082185, 1044078]"
1486,1942,"[930344, 868909, 1082185, 5585510, 896613]"
1487,1943,"[897954, 1029743, 1103105, 1024051, 1068719]"
1488,1944,"[1082185, 971922, 1098844, 880427, 887102]"
1489,1945,"[1106523, 1082185, 1126899, 1029743, 825731]"
1490,1946,"[1082185, 10344585, 12946027, 1070820, 916122]"
1491,1947,"[1082185, 1068719, 1037965, 933835, 995478]"
1492,1948,"[1082185, 7155863, 1137688, 1029743, 1026118]"
1493,1949,"[1082185, 1044078, 5585510, 5592931, 1106091]"
1494,1950,"[1131321, 13115501, 1079987, 1106523, 1029743]"
1495,1951,"[970605, 1082185, 1106523, 1029743, 1004906]"
1496,1952,"[969568, 895166, 13003092, 995628, 922636]"
1497,1953,"[972143, 1082185, 993638, 1106523, 1029743]"
1498,1954,"[1074333, 1082185, 1029743, 829323, 961979]"
1499,1955,"[1082185, 1016276, 10150194, 897954, 1050482]"
1500,1956,"[907625, 5569374, 5568249, 1029743, 1126899]"
1501,1957,"[5568995, 1015785, 903350, 885863, 1082185]"
1502,1958,"[1106523, 1029743, 1082185, 1126899, 1070820]"
1503,1960,"[1082185, 831628, 1017369, 837304, 1044078]"
1504,1961,"[1106523, 1082185, 1029743, 5587656, 972416]"
1505,1962,"[1082185, 913210, 1121059, 940947, 976199]"
1506,1963,"[7155863, 979707, 1099089, 1082185, 1029743]"
1507,1964,"[887503, 1082185, 969568, 979707, 1022254]"
1508,1965,"[9884484, 9881592, 1082185, 874972, 9881593]"
1509,1966,"[1082185, 1138467, 890610, 1004906, 1019643]"
1510,1967,"[1008547, 1121393, 1029743, 1082185, 1106523]"
1511,1968,"[891505, 1082185, 1106523, 1029743, 899624]"
1512,1969,"[1082185, 1029743, 916122, 1122568, 1121393]"
1513,1970,"[1029743, 1004906, 1106523, 854852, 1082185]"
1514,1971,"[1014509, 1097001, 1029743, 1082185, 1106523]"
1515,1972,"[941797, 1029743, 905636, 929018, 1096635]"
1516,1975,"[1082185, 5569230, 1006184, 820301, 1033403]"
1517,1976,"[1101010, 5592094, 1082990, 1082185, 1068719]"
1518,1979,"[1106523, 1082185, 1029743, 979707, 1004906]"
1519,1980,"[1101010, 885863, 1082185, 952408, 5568447]"
1520,1981,"[1126899, 1037332, 1122358, 1082212, 1029743]"
1521,1982,"[1082185, 995478, 979707, 1093571, 859427]"
1522,1983,"[7166865, 9803601, 998444, 1024306, 865705]"
1523,1985,"[1082185, 8090521, 1098844, 1057011, 1106523]"
1524,1986,"[1106523, 1082185, 1029743, 1126899, 1070820]"
1525,1987,"[1029743, 1126899, 1082185, 1106523, 1070820]"
1526,1988,"[1106523, 1082185, 995896, 5592931, 9546982]"
1527,1989,"[1082185, 9676866, 833724, 7441419, 956672]"
1528,1990,"[1082185, 976199, 1029743, 1019643, 824305]"
1529,1993,"[862010, 1016800, 1043787, 7441419, 1106523]"
1530,1994,"[1082185, 1029743, 1126899, 1106523, 979707]"
1531,1995,"[1082185, 1068719, 1106523, 916122, 871756]"
1532,1996,"[6034577, 926905, 904236, 1082185, 944836]"
1533,1997,"[1082185, 12949855, 1051468, 1126899, 9487606]"
1534,1998,"[5592931, 1106523, 1029743, 1082185, 986912]"
1535,1999,"[9926758, 1029743, 1126899, 1082185, 1106523]"
1536,2000,"[1126899, 1051516, 1029743, 1082185, 1004906]"
1537,2001,"[1106523, 1082185, 1029743, 1070820, 1068719]"
1538,2002,"[1082185, 1000050, 1004945, 1110218, 1106523]"
1539,2003,"[868888, 1082185, 978906, 1018339, 12171656]"
1540,2004,"[846823, 1082185, 5564901, 888543, 999104]"
1541,2005,"[882604, 819978, 946839, 908064, 1054262]"
1542,2006,"[1082185, 868548, 1044078, 1029743, 916122]"
1543,2007,"[1082185, 977658, 825365, 1029743, 845208]"
1544,2008,"[5570383, 1102067, 1030981, 865511, 1130458]"
1545,2010,"[1090793, 965766, 1082185, 1029743, 1075368]"
1546,2011,"[952972, 1006184, 1082185, 1126899, 1029743]"
1547,2012,"[1082185, 1068719, 1044078, 1106523, 1029743]"
1548,2014,"[979707, 1082185, 861279, 1029743, 1004906]"
1549,2015,"[865528, 1082185, 910032, 1072968, 6463717]"
1550,2017,"[1082185, 976199, 951412, 1029743, 1022254]"
1551,2018,"[1082185, 1137688, 979707, 1106523, 1037863]"
1552,2019,"[1082185, 899624, 1044078, 1029743, 1106523]"
1553,2020,"[1082185, 1029743, 1076056, 1068719, 13877192]"
1554,2021,"[1082185, 1044078, 1068719, 1004906, 9835223]"
1555,2022,"[1082185, 1127831, 1029743, 916122, 933835]"
1556,2023,"[1011457, 852856, 912704, 1082185, 1126899]"
1557,2024,"[1106523, 1043787, 1126899, 1082185, 1029743]"
1558,2025,"[976199, 1029743, 979707, 1082185, 1106523]"
1559,2027,"[1068719, 1106523, 1029743, 871756, 1082185]"
1560,2028,"[9707240, 860248, 839419, 895295, 944139]"
1561,2029,"[892728, 1137387, 1082185, 1048507, 1128240]"
1562,2030,"[885023, 971922, 1042616, 1082185, 944836]"
1563,2033,"[898466, 892573, 1127758, 1042907, 1082185]"
1564,2034,"[1082185, 866211, 951412, 1098844, 1004906]"
1565,2035,"[948832, 1029743, 1106523, 1082185, 986912]"
1566,2036,"[1082185, 1004906, 979707, 854852, 1022254]"
1567,2037,"[5592094, 1068719, 1070820, 1018007, 1082185]"
1568,2038,"[971922, 883003, 933835, 1132771, 1138443]"
1569,2040,"[1029743, 1082185, 844179, 1068719, 979707]"
1570,2041,"[1082185, 1074333, 1008814, 899624, 965772]"
1571,2043,"[885863, 5981072, 1056492, 1082185, 979707]"
1572,2047,"[1082185, 985999, 1029743, 874972, 1106523]"
1573,2048,"[1106523, 1029743, 1026118, 1126899, 1044078]"
1574,2049,"[1058404, 1106523, 1029743, 1082185, 1126899]"
1575,2050,"[1082185, 1024051, 1029743, 10150194, 845208]"
1576,2053,"[1082185, 941856, 1029743, 1004390, 5569230]"
1577,2055,"[1011926, 957951, 1105917, 1080853, 1082185]"
1578,2056,"[952972, 5591083, 897954, 12810393, 990797]"
1579,2057,"[1082185, 1029743, 844179, 1056509, 1106523]"
1580,2058,"[1082185, 979707, 1006342, 899624, 9677236]"
1581,2060,"[1090931, 1029743, 986912, 1082185, 1106523]"
1582,2062,"[1082185, 1126899, 1022254, 1029743, 1106523]"
1583,2063,"[1082185, 1029743, 1022254, 1002850, 866211]"
1584,2064,"[1082185, 951412, 1029743, 859154, 887102]"
1585,2065,"[1029743, 1025581, 1106523, 1082185, 965766]"
1586,2068,"[1082185, 1029743, 1127758, 1008547, 1106523]"
1587,2069,"[1106523, 1092303, 1082185, 982790, 844179]"
1588,2070,"[1082185, 933067, 899624, 930666, 904236]"
1589,2071,"[899624, 5592931, 1068719, 1082185, 1004906]"
1590,2074,"[1082185, 1029743, 1106523, 1004906, 1122358]"
1591,2075,"[1123842, 1029743, 1068719, 870315, 899624]"
1592,2076,"[1082185, 865528, 1029743, 831628, 913210]"
1593,2077,"[1082185, 5591083, 952972, 871611, 845208]"
1594,2078,"[1037337, 1029743, 6039859, 12301100, 1106523]"
1595,2079,"[845208, 1106523, 1082185, 1119761, 1068719]"
1596,2080,"[1082185, 1106523, 1044078, 845208, 1121059]"
1597,2082,"[1082185, 1029743, 970747, 899624, 1079987]"
1598,2083,"[1082185, 1070820, 845208, 1004906, 1029743]"
1599,2084,"[1027835, 1082185, 970866, 1098248, 8014645]"
1600,2085,"[1029743, 1082185, 5568378, 933835, 851287]"
1601,2086,"[1082185, 1029743, 1044078, 845208, 1004906]"
1602,2087,"[1082185, 1001412, 976199, 845208, 916993]"
1603,2088,"[1082185, 1068719, 1044078, 1004906, 945662]"
1604,2089,"[9575582, 1126899, 844179, 979707, 1029743]"
1605,2090,"[5567502, 1121360, 1014948, 1029743, 1106523]"
1606,2093,"[882604, 839243, 8090537, 1082185, 8090521]"
1607,2094,"[1082185, 5569374, 1070820, 1037863, 6463775]"
1608,2095,"[847790, 1068719, 933067, 1082185, 1037863]"
1609,2097,"[6463710, 1082185, 1053628, 1029743, 5568197]"
1610,2100,"[1082185, 1068719, 1022428, 1029743, 1106523]"
1611,2101,"[1101010, 1029743, 1137346, 1082185, 983584]"
1612,2102,"[1082185, 1121059, 9333734, 977658, 823990]"
1613,2107,"[1082185, 6463717, 1060705, 1029743, 1022254]"
1614,2108,"[1082185, 1029743, 1106523, 1041796, 916122]"
1615,2109,"[893018, 1082185, 1008547, 922561, 925862]"
1616,2110,"[1082185, 1029743, 866211, 976199, 1098844]"
1617,2111,"[10344585, 1082185, 1126899, 979707, 12262830]"
1618,2112,"[1082185, 1029743, 828106, 1068719, 5585510]"
1619,2113,"[1000050, 1082185, 1138443, 953561, 883003]"
1620,2114,"[1082185, 885290, 933835, 1000237, 901062]"
1621,2115,"[1082185, 885023, 1068719, 1029743, 8276172]"
1622,2116,"[1082185, 957951, 1008547, 1029743, 1068719]"
1623,2117,"[819308, 1082185, 823862, 976199, 6533608]"
1624,2119,"[1082185, 1123842, 1029743, 870547, 949965]"
1625,2120,"[1082185, 1029743, 1106523, 986912, 1070820]"
1626,2121,"[1082185, 6424471, 1029743, 1106523, 844179]"
1627,2122,"[1082185, 1106523, 845208, 1044078, 857006]"
1628,2123,"[1029743, 1082185, 904129, 899624, 7441419]"
1629,2124,"[1082185, 1029743, 909714, 1098844, 1062002]"
1630,2125,"[1082185, 1029743, 1068719, 883003, 1044078]"
1631,2126,"[1082185, 833724, 872137, 1029743, 1068719]"
1632,2127,"[1029743, 1082185, 1106523, 983584, 899624]"
1633,2129,"[1082185, 979707, 1029743, 1004906, 12695224]"
1634,2130,"[1082185, 899624, 9187298, 983584, 835278]"
1635,2131,"[957736, 838186, 1082185, 1106523, 1029743]"
1636,2132,"[1082185, 980823, 1029743, 866211, 6602440]"
1637,2133,"[1082185, 8273950, 1137775, 6979545, 7442056]"
1638,2134,"[1082185, 1021519, 899624, 1038985, 1029743]"
1639,2136,"[1004390, 995478, 1082185, 964521, 1121393]"
1640,2137,"[1082185, 1014948, 1067779, 968072, 1044078]"
1641,2138,"[972665, 829291, 1082185, 1029743, 1106523]"
1642,2139,"[1004390, 7155863, 1115175, 901776, 1082185]"
1643,2140,"[1044078, 1082185, 845208, 9242918, 1029743]"
1644,2141,"[885023, 8276172, 1082185, 971922, 1016276]"
1645,2142,"[898068, 923169, 12949855, 5592931, 1075175]"
1646,2144,"[1029743, 1082185, 1106523, 1126899, 979707]"
1647,2146,"[1028953, 849870, 5570882, 1082185, 944836]"
1648,2147,"[1082185, 1137688, 951412, 959316, 1106523]"
1649,2148,"[1082185, 1101010, 1029743, 1068719, 979707]"
1650,2149,"[1082185, 1106523, 1092303, 1029743, 1068719]"
1651,2153,"[1082185, 1029743, 5592931, 1044078, 925178]"
1652,2154,"[1082185, 6533362, 1029743, 1106523, 1098248]"
1653,2156,"[1082185, 1029743, 913210, 1016276, 8090537]"
1654,2158,"[1082185, 1072968, 1131382, 961021, 1029743]"
1655,2159,"[5592931, 979707, 1029743, 1082185, 1106523]"
1656,2160,"[976199, 12262978, 5592931, 1106523, 1068719]"
1657,2161,"[934172, 969568, 6602697, 880150, 1082185]"
1658,2162,"[1082185, 1016276, 1127716, 1067749, 898068]"
1659,2165,"[1081177, 1033142, 1082185, 1029743, 1075368]"
1660,2168,"[1082185, 828106, 1044078, 8090521, 995628]"
1661,2170,"[7155863, 1013928, 1106523, 7442180, 863762]"
1662,2171,"[1082185, 997796, 1116741, 1105917, 1098844]"
1663,2172,"[1082185, 839419, 1018007, 1029743, 909268]"
1664,2173,"[1082185, 1029743, 1105488, 1087102, 1106523]"
1665,2174,"[1106523, 1029743, 1082185, 1070820, 1126899]"
1666,2179,"[1082185, 872137, 1029743, 6463775, 5569845]"
1667,2181,"[1082185, 971922, 1059902, 880427, 1029743]"
1668,2182,"[1082185, 1106523, 1014948, 1029743, 844179]"
1669,2183,"[1082185, 868888, 902094, 909268, 13877192]"
1670,2184,"[1021522, 1074333, 1123842, 5592931, 1019643]"
1671,2185,"[972665, 820301, 1082185, 1111786, 825365]"
1672,2186,"[1082185, 845208, 1068719, 1044078, 870547]"
1673,2187,"[1012587, 9835223, 1038663, 1100972, 1082185]"
1674,2188,"[1082185, 1101010, 1106523, 913210, 1044078]"
1675,2189,"[1042942, 1029743, 913210, 1106523, 1068719]"
1676,2190,"[1082185, 1101010, 933835, 851819, 12731432]"
1677,2192,"[1029743, 1106523, 1098248, 1082185, 979707]"
1678,2193,"[1082185, 913210, 923789, 1005274, 904833]"
1679,2194,"[9487885, 1090884, 1082185, 898068, 865026]"
1680,2195,"[1126899, 1000237, 995965, 1138443, 1055504]"
1681,2196,"[1082185, 837304, 1029743, 880150, 1037863]"
1682,2197,"[865456, 1029743, 1082185, 1106523, 1044078]"
1683,2198,"[1082185, 913210, 1029743, 865026, 1021519]"
1684,2199,"[1101010, 1082185, 1070820, 1126899, 1099089]"
1685,2200,"[1082185, 897954, 965530, 12301405, 899624]"
1686,2203,"[1082185, 1029743, 976199, 1028953, 844179]"
1687,2204,"[983659, 835530, 871756, 1044078, 845208]"
1688,2206,"[1030981, 1102067, 961979, 1106523, 1082185]"
1689,2207,"[1029743, 1093571, 1082185, 1003649, 972143]"
1690,2208,"[1082185, 5569230, 940947, 1106523, 8090532]"
1691,2209,"[1082185, 1029743, 1127831, 917384, 820321]"
1692,2211,"[825703, 1126045, 1082185, 9487606, 1029743]"
1693,2213,"[1126899, 1082185, 1029743, 1106523, 1004906]"
1694,2214,"[963971, 1104343, 1106523, 6391381, 13841744]"
1695,2215,"[1082185, 1004906, 1112205, 948650, 880150]"
1696,2216,"[1072523, 1070820, 1106523, 1104343, 13841744]"
1697,2217,"[1003649, 6633210, 1019643, 993379, 995478]"
1698,2218,"[1082185, 1029743, 986912, 1106523, 854852]"
1699,2221,"[1082185, 1070820, 901062, 1106523, 1029743]"
1700,2222,"[827667, 13841744, 12384779, 847207, 5569230]"
1701,2223,"[941856, 910673, 1103105, 1013928, 1106523]"
1702,2224,"[1082185, 1131488, 5567502, 923670, 7139529]"
1703,2225,"[1029743, 1110111, 1082185, 845265, 1106523]"
1704,2226,"[1069312, 898068, 1082185, 1029743, 848319]"
1705,2227,"[12695224, 1029743, 845208, 871756, 926905]"
1706,2229,"[1082185, 1068719, 916122, 979707, 1029743]"
1707,2230,"[9333734, 1082185, 1060705, 1029743, 1105917]"
1708,2231,"[1082185, 959737, 1009187, 1029743, 1110409]"
1709,2232,"[1082185, 1029743, 1126899, 1004906, 1106523]"
1710,2233,"[1082185, 1011926, 979707, 885023, 6633210]"
1711,2234,"[1082185, 1098844, 1022254, 1104343, 1123842]"
1712,2235,"[12810464, 14106445, 12731436, 937292, 1082185]"
1713,2236,"[6534480, 945662, 8090521, 1106523, 1082185]"
1714,2237,"[979707, 1082185, 885023, 823990, 916122]"
1715,2238,"[1000050, 833724, 6039859, 1053016, 1034955]"
1716,2240,"[1029743, 1106523, 12949855, 823990, 1082185]"
1717,2241,"[993638, 1092937, 1029743, 1082185, 1106523]"
1718,2242,"[1082185, 1029743, 1106523, 1004906, 986912]"
1719,2243,"[1029743, 1082185, 898466, 1074333, 823990]"
1720,2244,"[1079987, 1082185, 1044078, 5570408, 1029743]"
1721,2245,"[1082185, 1068719, 1004906, 833598, 878996]"
1722,2247,"[1082185, 955431, 1037337, 938138, 872137]"
1723,2248,"[1091520, 9926758, 965766, 827919, 1029743]"
1724,2250,"[1082185, 12731432, 1121393, 945611, 1094308]"
1725,2251,"[1082185, 1126899, 1029743, 848029, 1106523]"
1726,2252,"[1082185, 1029743, 1068719, 899624, 1056509]"
1727,2256,"[976199, 951412, 1082185, 1106523, 1029743]"
1728,2257,"[1106523, 1104349, 1029743, 1082185, 1044078]"
1729,2260,"[1137346, 1082185, 1069003, 1029743, 13841744]"
1730,2261,"[1082185, 1026984, 1106523, 910032, 843464]"
1731,2262,"[898068, 1082185, 1029743, 1106523, 825365]"
1732,2263,"[976199, 1082185, 1044078, 1029743, 1106523]"
1733,2264,"[1082185, 1008547, 9835509, 5590613, 5587656]"
1734,2266,"[1082185, 1011926, 951412, 866211, 1104343]"
1735,2267,"[951412, 913210, 1126899, 976199, 1082185]"
1736,2269,"[1082185, 1029743, 1008547, 899624, 844179]"
1737,2270,"[1082185, 851819, 1068719, 1044078, 969568]"
1738,2272,"[1082185, 932949, 828106, 940947, 1029743]"
1739,2273,"[1085983, 934948, 1102067, 880427, 1106523]"
1740,2274,"[1082185, 1101010, 971922, 885863, 13189726]"
1741,2275,"[1082185, 1068719, 1044078, 899624, 985999]"
1742,2276,"[1106523, 908064, 856252, 1082185, 1029743]"
1743,2277,"[1126899, 1106523, 1029743, 1082185, 965766]"
1744,2278,"[951412, 6602440, 976199, 1029743, 1106523]"
1745,2279,"[1050482, 1082185, 933067, 8090537, 1029743]"
1746,2280,"[1082185, 1101010, 976199, 865456, 940947]"
1747,2281,"[963868, 1082185, 1121360, 1076056, 1060705]"
1748,2282,"[833724, 1068719, 1082185, 1106523, 1029743]"
1749,2283,"[1106523, 844179, 1029743, 8090537, 899624]"
1750,2284,"[1082185, 951412, 935393, 9187298, 916122]"
1751,2285,"[9935616, 904833, 1082185, 990656, 1029743]"
1752,2286,"[845208, 1106523, 1082185, 1126899, 1029743]"
1753,2287,"[1033403, 849870, 1000050, 1082185, 955431]"
1754,2288,"[1082185, 1126899, 1029743, 986912, 1106523]"
1755,2289,"[913210, 9487606, 1029743, 976199, 10344585]"
1756,2290,"[1029743, 13381584, 1106523, 827656, 1082185]"
1757,2291,"[1029743, 1106523, 1082185, 1068719, 1070820]"
1758,2292,"[1056509, 1082185, 1029743, 865456, 1106523]"
1759,2294,"[1082185, 5587656, 1029743, 1068719, 5568378]"
1760,2295,"[1082185, 1068719, 1106523, 899624, 1044078]"
1761,2296,"[1029743, 913210, 1103105, 1082185, 863447]"
1762,2297,"[1127758, 1082185, 1029743, 1106523, 1051516]"
1763,2298,"[1082185, 1029743, 882604, 856252, 871756]"
1764,2299,"[1082185, 13115501, 1029743, 1106523, 916122]"
1765,2300,"[1082185, 12695224, 10344585, 8273833, 930666]"
1766,2301,"[932340, 5592931, 1106523, 1021324, 865456]"
1767,2302,"[1004906, 1050741, 1082185, 1006184, 1029743]"
1768,2303,"[881249, 841220, 1029743, 951197, 1002771]"
1769,2305,"[1082185, 1029743, 916122, 999104, 866211]"
1770,2307,"[1082185, 1112238, 1098844, 1029743, 8090536]"
1771,2309,"[837270, 889509, 1082185, 1106523, 1068719]"
1772,2310,"[1068719, 896613, 5570408, 917816, 933067]"
